S300 Angle scan, bar, 3LS lens, cookies for lens, air gap for the prizm-MCP
beam_18220140859    21 2018    2018    1  3  130.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220141114    22 2018    2018    1  3  135.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   
beam_18220141430    23 2018    2018    1  3  140.00  0.00    424.00  85.00   70.00   16.45   1.50    10.00   

S424 Fine theta scan at phi = 0 deg @ 2.0 GeV/c. Bar, 3LS lens, grease everywere
beam_18220144642    0  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220145129    1  2018    2018    1  3  30.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220145842    2  2018    2018    1  3  40.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220150324    3  2018    2018    1  3  50.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220150922    4  2018    2018    1  3  60.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220151434    5  2018    2018    1  3  70.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220152011    6  2018    2018    1  3  75.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220152458    7  2018    2018    1  3  80.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220153017    8  2018    2018    1  3  81.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220153503    9  2018    2018    1  3  82.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220153941    10 2018    2018    1  3  83.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220154406    11 2018    2018    1  3  84.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220155023    12 2018    2018    1  3  85.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220155459    13 2018    2018    1  3  86.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220155943    14 2018    2018    1  3  87.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220160420    15 2018    2018    1  3  88.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220161102    16 2018    2018    1  3  89.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220161752    17 2018    2018    1  3  90.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220162300    18 2018    2018    1  3  92.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220163058    19 2018    2018    1  3  95.00   0.00    424.00  85.00   70.00   16.45   2.00    10.00   
beam_18220163736    20 2018    2018    1  3  100.00  0.00    424.00  85.00   70.00   16.45   2.00    10.00   

S425 Theta scan at phi = 0 deg @ 8 GeV/c. Bar, 3LS lens, grease everywere
beam_425_20         0  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_25         1  2018    2018    1  3  25.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_30         2  2018    2018    1  3  30.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_35         3  2018    2018    1  3  35.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_40         4  2018    2018    1  3  40.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_50         5  2018    2018    1  3  50.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_60         6  2018    2018    1  3  60.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_70         7  2018    2018    1  3  70.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_80         8  2018    2018    1  3  80.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_90         9  2018    2018    1  3  90.00   0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_100        10 2018    2018    1  3  100.00  0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_110        11 2018    2018    1  3  110.00  0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_120        12 2018    2018    1  3  120.00  0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_130        13 2018    2018    1  3  130.00  0.00    424.00  85.00   70.00   16.45   8.00    10.00   
beam_425_140        14 2018    2018    1  3  140.00  0.00    424.00  85.00   70.00   16.45   8.00    10.00   

S430 Theta scan at phi=0 deg @ 7 GeV/c. Bar, 3LS lens, cookies between bar lens and prism
beam_430_20         0  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   
beam_430_25         1  2018    2018    1  3  25.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   
beam_430_80         2  2018    2018    1  3  80.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   

S431 Theta scan at phi=0 deg @ 7 GeV/c. Bar, 3LS lens, all grease again
beam_431_20         0  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   
beam_18223103847    1  2018    2018    1  3  20.00   0.00    424.00  85.00   70.00   16.45   7.00    10.00   

S434 Test; X step; theta scan at phi=0 deg @ 7 GeV/c. Bar, 3LS lens, all grease again
beam_18223212206    0  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18223214220    1  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18223222546    2  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18223221520    3  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   

S435 X step; Theta scan; phi=0 deg @ 7 GeV/c. Bar, 3LS lens, all grease
beam_435_20         0  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_25         1  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_30         2  2018    2018    1  3  30.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_40         3  2018    2018    1  3  40.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_50         4  2018    2018    1  3  50.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_60         5  2018    2018    1  3  60.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_70         6  2018    2018    1  3  70.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_80         7  2018    2018    1  3  80.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_90         8  2018    2018    1  3  90.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_100        9  2018    2018    1  3  100.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_110        10 2018    2018    1  3  110.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_120        11 2018    2018    1  3  120.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_130        12 2018    2018    1  3  130.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_435_140        13 2018    2018    1  3  140.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   

S436 X step; Momentum scan; theta=25 deg, phi=0 deg. Bar, 3LS lens, all grease
beam_436_9          0  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   9.00    10.00   
beam_436_8          1  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   8.00    10.00   
beam_436_7          2  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   7.00    10.00   
beam_436_6          3  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   6.00    10.00   
beam_436_5          4  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   5.00    10.00   
beam_436_4          5  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   4.00    10.00   
beam_436_3          6  2018    2018    1  3  24.60   0.00    424.00  145.00  124.80  14.80   3.00    10.00   

S437 X step; Pdf study at theta=25 deg; phi=0 deg @ 7 GeV/c. Bar, 3LS lens, all grease
beam_18224155910    0  2018    2018    1  3  22.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224155333    1  2018    2018    1  3  23.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224154326    2  2018    2018    1  3  24.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224153447    3  2018    2018    1  3  24.50   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224152845    4  2018    2018    1  3  24.80   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224152210    5  2018    2018    1  3  24.90   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_437_25         6  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224170908    7  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224173000    8  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224174751    9  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224151405    10 2018    2018    1  3  25.10   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224150822    11 2018    2018    1  3  25.20   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224150252    12 2018    2018    1  3  25.50   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224145747    13 2018    2018    1  3  26.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_18224161452    14 2018    2018    1  3  27.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   

S438 Theta scan; phi=0 deg @ 7 GeV/c. Plate, no lens, all grease
beam_438_20         0  2018    2018    2  0  20.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_25         1  2018    2018    2  0  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_30         2  2018    2018    2  0  30.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_40         3  2018    2018    2  0  40.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_50         4  2018    2018    2  0  50.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_60         5  2018    2018    2  0  60.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_70         6  2018    2018    2  0  70.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_80         7  2018    2018    2  0  80.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_90         8  2018    2018    2  0  90.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_100        9  2018    2018    2  0  100.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_110        10 2018    2018    2  0  110.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_120        11 2018    2018    2  0  120.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_130        12 2018    2018    2  0  130.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_438_140        13 2018    2018    2  0  140.00  0.00    424.00  145.00  125.00  16.45   7.00    10.00   

S439 Momentum scan; theta=25 deg, phi=0 deg. Plate, no lens, all grease
beam_439_8          0  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   8.00    10.00   
beam_439_7          1  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   7.00    10.00   
beam_439_6          2  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_439_5          3  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   5.00    10.00   
beam_439_4          4  2018    2018    1  3  25.00   0.00    424.00  145.00  125.00  16.45   4.00    10.00   

S440 Theta scan; theta = 25 deg, phi = 0 deg @ 6 GeV/c. Plate, no lens, all grease
beam_440_20         0  2018    2018    1  3  20.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_30         1  2018    2018    1  3  30.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_40         2  2018    2018    1  3  40.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_50         3  2018    2018    1  3  50.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_60         4  2018    2018    1  3  60.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_70         5  2018    2018    1  3  70.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_80         6  2018    2018    1  3  80.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_90         7  2018    2018    1  3  90.00   0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_100        8  2018    2018    1  3  100.00  0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_110        9  2018    2018    1  3  110.00  0.00    424.00  145.00  125.00  16.45   6.00    10.00   
beam_440_120        10 2018    2018    1  3  120.00  0.00    424.00  145.00  125.00  16.45   6.00    10.00   

S441 Theta scan; phi = 0 deg @ 7 GeV/c. Bar, 3LS lens, all grease
beam_441_20         0  2018    2018    1  3  20.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_441_25         1  2018    2018    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_441_20_1       2  2018    2018    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226135843    3  2018    2018    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226142449    4  2018    2018    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   

S442 Theta scan; phi = 0 deg @ 7 GeV/c. Bar, 3LS lens, all grease
beam_442_20         0  2018    2018    1  3  20.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_442_25         1  2018    2018    1  3  25.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226173017    2  2018    2018    1  3  30.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226180719    3  2018    2018    1  3  40.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226183631    4  2018    2018    1  3  50.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226185930    5  2018    2018    1  3  60.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226192230    6  2018    2018    1  3  70.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226194717    7  2018    2018    1  3  80.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_442_90         8  2018    2018    1  3  90.00   0.00    442.00  85.00   70.00   16.45   7.00    10.00   
beam_18226205028    9  2018    2018    1  3  100.00  0.00    442.00  85.00   70.00   16.45   7.00    10.00   

S500 Cosmic ray simulation for DIRC @ EIC
beam_00         0  2018    2030    1  3  90.00   0.00    200.00  85.00   70.00   16.45   7.00    10.00

S501 Theta scan @ phi = 0 deg. Bar, 3LS lens, grease everywere
beam_20    0  2018    2017    1  3  20.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00   
beam_30    1  2018    2017    1  3  30.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00   
beam_40    2  2018    2017    1  3  40.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_50    3  2018    2017    1  3  50.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_60    4  2018    2017    1  3  60.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_70    5  2018    2017    1  3  70.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_80    6  2018    2017    1  3  80.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_90    7  2018    2017    1  3  90.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_100    8  2018    2017    1  3  100.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_110    9  2018    2017    1  3  110.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_120    10  2018    2017    1  3  120.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_130    11  2018    2017    1  3  130.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00
beam_140    12  2018    2017    1  3  140.00   -0.10   409.00  85.00   65.10   16.30   7.00    10.00   
